,fid,idiip,id_prng,naz_glowna,el_rozroz,el_rodzaj,dopelniacz,przymiot,status_naz,kat_ob,rodzaj_ob,naz_m_nad,id_m_nad,infor_dod,sys_zew,id_zew,tyt_d_zrod,dat_d_zrod,wyd_d_zrod,reprez_ob,wsp_geo,wsp_XY,naz_his,naz_obo,naz_dod,jez_dod,lat_dod,endonim,jez_end,lat_end,egzonim,jez_egz,lat_egz,woj,powiat,gmina,id_gminy,pocz_w_ob,wer_ob,wazna_od,geometry,nearest1,cluster1,nearest2,nearest2_dist,cluster2,nearest3,nearest3_dist,cluster3,nearest4,nearest4_dist,cluster4,nearest5,nearest5_dist,cluster5,line1,line2,line3,line4,line5
162,163,PL.PZGiK.320.NGRP.30487,30487,Frampol,Frampol,,-la,frampolski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0887196,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°40'18"" 22°40'14""",759264.73 318045.97,,,,,,,,,,,,lubelskie,biłgorajski,Frampol-gmina miejsko-wiejska,0602053,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-11-03,POINT (759264.7300000002 318045.9699999979),190,190,-1,18754,546.0,-1,21909,863.0,-1,34908,863.0,-1,209359,244.0,"LINESTRING (759264.7300000002 318045.9699999979, 758746.1099999999 323558.96999999974)",,,,
163,164,PL.PZGiK.320.NGRP.30621,30621,Frombork,Frombork,,-ka,fromborski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0932732,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"54°21'25"" 19°40'55""",544304.78 721650.16,,,,,,,,,,,,warmińsko-mazurskie,braniewski,Frombork-gmina miejsko-wiejska,2802033,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-05-30,POINT (544304.78 721650.1599999992),54,164,821,10861,821.0,-1,31666,862.0,-1,53163,848.0,-1,168335,244.0,"LINESTRING (544304.78 721650.1599999992, 553351.8700000001 724556.8899999997)","LINESTRING (544304.78 721650.1599999992, 534278.4200000002 717472.5000000009)",,,
164,165,PL.PZGiK.320.NGRP.31802,31802,Garwolin,Garwolin,,-na,garwoliński,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0975285,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°53'51"" 21°36'56""",679898.99 451145.15,,,,,,,,,,,,mazowieckie,garwoliński,Garwolin-gmina miejska,1403011,2021-04-08T09:00:00,2021-04-08T09:00:00,2017-05-25,POINT (679898.99 451145.1500000004),581,581,-1,21631,607.0,-1,29030,863.0,-1,29030,863.0,-1,105838,244.0,"LINESTRING (679898.99 451145.1500000004, 673927.53 457889.51999999955)",,,,
165,166,PL.PZGiK.320.NGRP.32029,32029,Gąbin,Gąbin,,-na,gąbiński,urzędowa,miejscowość,miasto,,,"do 2013 r. - istniały części miasta Gąbin: Osada, Paszkówka, Rogatki Gostynińskie, Rogatki Żychlińskie, Suchy Pień (nazwy zniesione)",TERYT (SIMC),0968871,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"52°23'54"" 19°44'03""",549931.52 503863.63,,,,,,,,,,,,mazowieckie,płocki,Gąbin-gmina miejsko-wiejska,1419063,2021-04-08T09:00:00,2021-04-08T09:00:00,2017-10-06,POINT (549931.52 503863.6299999999),686,686,961,18679,625.0,-1,31128,766.0,-1,31128,848.0,-1,31128,244.0,"LINESTRING (549931.52 503863.6299999999, 558725.0000000001 496559.81999999844)","LINESTRING (549931.52 503863.6299999999, 542758.37 486616.29000000004)",,,
166,167,PL.PZGiK.320.NGRP.32211,32211,Gdańsk,Gdańsk,,-ka,gdański,urzędowa,miejscowość,miasto,,,brak powiatu ziemskiego,TERYT (SIMC),0933016,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13; 2021-12-27,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji; Komisja Standaryzacji Nazw Geograficznych poza Granicami Rzeczypospolitej Polskiej,punkt główny,"54°20'59"" 18°39'13""",477491.9 720680.9,,,,,,,,,Gdańsk,angielski,,pomorskie,Gdańsk,Gdańsk-gmina miejska,2261011,2022-01-25T16:56:26,2022-01-25T16:56:26,2013-06-09,POINT (477491.9000000001 720680.9000000004),620,620,733,12216,672.0,-1,30618,862.0,-1,66831,848.0,-1,199631,244.0,"LINESTRING (477491.9000000001 720680.9000000004, 476313.13999999996 710962.4399999995)","LINESTRING (477491.9000000001 720680.9000000004, 471529.5500000002 731343.4500000011)",,,
167,168,PL.PZGiK.320.NGRP.32228,32228,Gdynia,Gdynia,,-ni,gdyński,urzędowa,miejscowość,miasto,,,brak powiatu ziemskiego;   do 2008 r. - istniała część miasta: Chwarzno - Osada (nazwa zniesiona),TERYT (SIMC),0934100,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra SWiA z dnia 18 grudnia 2008 r., D.U. Nr 234, poz. 1586; Rozporządzenie Ministra Administracji i Cyfryzacji z dni",1991-01-01; 2008-12-18; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Spraw Wewnętrznych i Administracji; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"54°31'04"" 18°32'33""",470393.45 739415.55,,,,,,,,,,,,pomorskie,Gdynia,Gdynia-gmina miejska,2262011,2021-09-23T00:36:36,2021-09-23T00:36:36,2013-06-09,POINT (470393.44999999995 739415.5499999989),733,733,672,11195,672.0,-1,50127,862.0,-1,80249,848.0,-1,219458,244.0,"LINESTRING (470393.44999999995 739415.5499999989, 471529.5500000002 731343.4500000011)","LINESTRING (470393.44999999995 739415.5499999989, 460497.74 744650.8499999987)",,,
168,169,PL.PZGiK.320.NGRP.32701,32701,Giżycko,Giżycko,,-ka,giżycki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0977692,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"54°02'24"" 21°46'18""",681423.02 689715.48,,,,,,,,,,,,warmińsko-mazurskie,giżycki,Giżycko-gmina miejska,2806011,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-06-03,POINT (681423.0199999999 689715.4800000014),680,680,-1,26298,680.0,-1,26298,249.0,-1,88194,848.0,-1,107456,244.0,"LINESTRING (681423.0199999999 689715.4800000014, 667103.43 677916.129999999)",,,,
169,170,PL.PZGiK.320.NGRP.33165,33165,Glinojeck,Glinojeck,,-ka,glinojecki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0114620,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"52°49'07"" 20°17'03""",586513.73 551108.98,,,,,,,,,,,,mazowieckie,ciechanowski,Glinojeck-gmina miejsko-wiejska,1402033,2021-04-08T09:00:00,2021-04-08T09:00:00,2017-05-17,POINT (586513.73 551108.9799999995),640,640,726,19345,940.0,-1,30893,571.0,-1,30893,863.0,-1,30893,244.0,"LINESTRING (586513.73 551108.9799999995, 575481.78 546753.5499999989)","LINESTRING (586513.73 551108.9799999995, 599482.02 536753.7000000002)",,,
170,171,PL.PZGiK.320.NGRP.33211,33211,Gliwice,Gliwice,,-wic,gliwicki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0940000,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°17'38"" 18°39'56""",476184.95 269688.86,,,,,,,,,,,,śląskie,Gliwice,Gliwice-gmina miejska,2466011,2021-09-23T00:36:36,2021-09-23T00:36:36,2013-06-09,POINT (476184.94999999995 269688.86000000034),295,295,-1,8808,540.0,914,8808,540.0,-1,96823,863.0,-1,96823,244.0,"LINESTRING (476184.94999999995 269688.86000000034, 476248.04 261818.79000000004)",,"LINESTRING (476184.94999999995 269688.86000000034, 484969.1599999999 270335.9799999995)",,
171,172,PL.PZGiK.320.NGRP.33711,33711,Głogów,Głogów,,-gowa,głogowski,urzędowa,miejscowość,miasto,,,do 2013 r. - istniały części miasta: Obora i Pomłyńsko (nazwy zniesione),TERYT (SIMC),0954082,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"51°39'53"" 16°04'47""",298108.88 426059.05,,,,,,,,,,,,dolnośląskie,głogowski,Głogów-gmina miejska,0203011,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-07-01,POINT (298108.88 426059.0499999998),790,906,604,17966,613.0,-1,18993,244.0,-1,18993,244.0,-1,18993,244.0,"LINESTRING (298108.88 426059.0499999998, 309553.6700000001 430879.8300000001)","LINESTRING (298108.88 426059.0499999998, 296596.3999999999 408155.919999999)",,,
172,173,PL.PZGiK.320.NGRP.33715,33715,Głogów Małopolski,Głogów Małopolski,,-gowa -kiego,głogowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0974328,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"50°09'04"" 21°57'37""",711402.98 257957.69,,,,,,,,,,,,podkarpackie,rzeszowski,Głogów Małopolski-gmina miejsko-wiejska,1816063,2021-04-08T09:00:00,2021-04-08T09:00:00,2020-12-23,POINT (711402.9800000001 257957.68999999948),683,844,-1,20504,628.0,-1,20504,849.0,-1,20504,863.0,-1,198294,244.0,"LINESTRING (711402.9800000001 257957.68999999948, 714674.8900000002 245845.7800000012)",,,,
173,174,PL.PZGiK.320.NGRP.33716,33716,Głogówek,Głogówek,,-wka,głogówecki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0965281,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°21'12"" 17°51'52""",419242.08 276871.66,,,Oberglogau,niemiecki,,,,,,,,opolskie,prudnicki,Głogówek-gmina miejsko-wiejska,1610023,2021-04-08T09:00:00,2021-04-08T09:00:00,2019-11-13,POINT (419242.0800000001 276871.66000000015),19,617,-1,15319,838.0,334,15319,540.0,-1,40071,863.0,-1,40071,244.0,"LINESTRING (419242.0800000001 276871.66000000015, 404749.9900000001 280660.9000000013)",,"LINESTRING (419242.0800000001 276871.66000000015, 426732.64 290235.2699999986)",,
174,175,PL.PZGiK.320.NGRP.33783,33783,Głowno,Głowno,,-na,głowieński,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0958714,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"51°58'04"" 19°42'50""",549029.49 455966.01,,,,,,,,,,,,łódzkie,zgierski,Głowno-gmina miejska,1020011,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-04-26,POINT (549029.4899999999 455966.0099999998),751,751,-1,18892,393.0,-1,22288,934.0,-1,22288,848.0,-1,22288,244.0,"LINESTRING (549029.4899999999 455966.0099999998, 541596.9099999999 448537.3700000001)",,,,
175,176,PL.PZGiK.320.NGRP.33839,33839,Głubczyce,Głubczyce,,-czyc,głubczycki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0965329,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°12'00"" 17°49'49""",416547.59 259866.28,,,,,,,,,,,,opolskie,głubczycki,Głubczyce-gmina miejsko-wiejska,1602033,2021-04-08T09:00:00,2021-04-08T09:00:00,2019-09-26,POINT (416547.58999999997 259866.27999999933),8,285,-1,17217,641.0,-1,17217,540.0,-1,46676,863.0,-1,46676,244.0,"LINESTRING (416547.58999999997 259866.27999999933, 427573.0000000001 254865.74000000115)",,,,
176,177,PL.PZGiK.320.NGRP.33864,33864,Głuchołazy,Głuchołazy,,-łaz,głuchołaski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0965341,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"50°18'54"" 17°23'00""",384943.94 273244.61,,,,,,,,,,,,opolskie,nyski,Głuchołazy-gmina miejsko-wiejska,1607013,2021-04-08T09:00:00,2021-04-08T09:00:00,2019-10-14,POINT (384943.93999999994 273244.6099999994),617,617,-1,17991,838.0,-1,17991,540.0,-1,17991,863.0,514,17991,244.0,"LINESTRING (384943.93999999994 273244.6099999994, 398988.12000000005 273666.52999999933)",,,,"LINESTRING (384943.93999999994 273244.6099999994, 381723.42 290945.8699999992)"
177,178,PL.PZGiK.320.NGRP.33947,33947,Głuszyca,Głuszyca,,-cy,głuszycki,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0984002,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°41'15"" 16°22'18""",314407.81 316678.41,,,,,,,,,,,,dolnośląskie,wałbrzyski,Głuszyca-gmina miejsko-wiejska,0221053,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-08-17,POINT (314407.81000000006 316678.4099999983),244,244,-1,10871,244.0,-1,14994,244.0,580,14994,244.0,-1,50415,244.0,"LINESTRING (314407.81000000006 316678.4099999983, 312815.19000000024 320905.0499999989)",,,"LINESTRING (314407.81000000006 316678.4099999983, 329231.98000000033 318933.6900000004)",
178,179,PL.PZGiK.320.NGRP.34025,34025,Gniew,Gniew,,-wu,gniewski,urzędowa,miejscowość,miasto,,,do 2007 r. - istniała też część miasta: Gniewskie Młyny (nazwa zniesiona),TERYT (SIMC),0934470,"Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra SWiA z dnia 20 grudnia 2007 r, D.U. Nr 245, poz. 1811; Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PP",1982-01-01; 2007-12-20; 1991-01-01; 2012-12-13,Główny Urząd Statystyczny; Minister Spraw Wewnętrznych i Administracji; Główny Geodeta Kraju; Minister Administracji i Cyfryzacji,punkt główny,"53°50'08"" 18°49'20""",488311.34 663461.24,,,,,,,,,,,,pomorskie,tczewski,Gniew-gmina miejsko-wiejska,2214023,2021-09-23T00:36:37,2021-09-23T00:36:37,2013-06-09,POINT (488311.34000000014 663461.2400000002),569,739,792,16660,510.0,-1,26224,862.0,-1,47531,848.0,-1,144797,244.0,"LINESTRING (488311.34000000014 663461.2400000002, 480140.20999999996 673787.3499999996)","LINESTRING (488311.34000000014 663461.2400000002, 502152.08 672735.5899999999)",,,
179,180,PL.PZGiK.320.NGRP.34037,34037,Gniewkowo,Gniewkowo,,-wa,gniewkowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0928937,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"52°53'34"" 18°24'31""",460222.67 558749.07,,,,,,,,,,,,kujawsko-pomorskie,inowrocławski,Gniewkowo-gmina miejsko-wiejska,0407033,2021-04-08T09:00:00,2021-04-08T09:00:00,2015-08-27,POINT (460222.67000000004 558749.0700000003),222,565,-1,19278,565.0,-1,19278,766.0,-1,43886,848.0,-1,107953,244.0,"LINESTRING (460222.67000000004 558749.0700000003, 450227.0100000001 548128.540000001)",,,,
180,181,PL.PZGiK.320.NGRP.34062,34062,Gniezno,Gniezno,,-na,gnieźnieński,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0970632,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"52°31'60"" 17°36'05""",405160.72 519531.77,,,,,,,,,,,,wielkopolskie,gnieźnieński,Gniezno-gmina miejska,3003011,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-03-14,POINT (405160.7200000001 519531.7700000005),115,482,-1,15259,635.0,-1,32809,766.0,-1,33763,848.0,-1,119565,244.0,"LINESTRING (405160.7200000001 519531.7700000005, 397313.2500000001 507825.89999999944)",,,,
181,182,PL.PZGiK.320.NGRP.34287,34287,Gogolin,Gogolin,,-na,gogoliński,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0965364,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"50°29'30"" 18°01'20""",430662.9 292062.92,,,,,,,,,,,,opolskie,krapkowicki,Gogolin-gmina miejsko-wiejska,1605013,2021-04-08T09:00:00,2021-04-08T09:00:00,2019-10-09,POINT (430662.9000000002 292062.919999999),334,334,935,10442,935.0,-1,19005,540.0,-1,48952,863.0,-1,48952,244.0,"LINESTRING (430662.9000000002 292062.919999999, 426732.64 290235.2699999986)","LINESTRING (430662.9000000002 292062.919999999, 437863.35000000003 284500.5099999998)",,,
182,183,PL.PZGiK.320.NGRP.34401,34401,Golczewo,Golczewo,,-wa,golczewski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0978881,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Wykaz urzędowych nazw miejscowości w Polsce, t. I - III  GUS (1980 - 1982).; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia",1991-01-01; 1982-01-01; 2012-12-13,Główny Geodeta Kraju; Główny Urząd Statystyczny; Minister Administracji i Cyfryzacji,punkt główny,"53°49'28"" 14°58'42""",235428.33 669713.41,,,,,,,,,,,,zachodniopomorskie,kamieński,Golczewo-gmina miejsko-wiejska,3207023,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-02-18,POINT (235428.32999999996 669713.4100000001),210,664,-1,19889,869.0,-1,20980,829.0,-1,106492,848.0,-1,208546,244.0,"LINESTRING (235428.32999999996 669713.4100000001, 250454.23000000013 679084.54)",,,,
183,184,PL.PZGiK.320.NGRP.34446,34446,Goleniów,Goleniów,,-niowa,goleniowski,urzędowa,miejscowość,miasto,,,,TERYT (SIMC),0978929,"Nazwy geograficzne Rzeczypospolitej Polskiej (gazeter)  PPWK - Warszawa 1991.; Mapa topograficzna w skali 1:10 000; Rozporządzenie Ministra Administracji i Cyfryzacji z dnia 13 grudnia 2012 r., Dz. U. z 2013 r., poz. 200; Wykaz urzędowych nazw miejscow",1991-01-01; 2012-12-13; 1982-01-01,Główny Geodeta Kraju; Minister Administracji i Cyfryzacji; Główny Urząd Statystyczny,punkt główny,"53°33'47"" 14°49'47""",223934.36 641227.66,Kładkowo; Golanowo; Golinowo; Goliszewo; Gołonóg,,,,,,,,,,,zachodniopomorskie,goleniowski,Goleniów-gmina miejsko-wiejska,3204023,2021-04-08T09:00:00,2021-04-08T09:00:00,2016-07-19,POINT (223934.35999999993 641227.6600000001),745,745,-1,22748,869.0,-1,34124,829.0,-1,113199,848.0,-1,178878,244.0,"LINESTRING (223934.35999999993 641227.6600000001, 211227.55999999994 651931.6299999999)",,,,
